Image Path,Label
color\Potato___Early_blight\0ede4acd-3685-40d9-b52b-7b3cb6536fa8___RS_Early.B 7377.JPG,Potato___Early_blight
color\Potato___Early_blight\0f223bbc-d2b4-4d58-8314-359d92d0102b___RS_Early.B 8052.JPG,Potato___Early_blight
color\Potato___Early_blight\0f9c098f-a6df-4a73-8c14-8e7d4dbb1b0b___RS_Early.B 7991.JPG,Potato___Early_blight
color\Potato___Early_blight\0faca7fe-7254-4dfa-8388-bbc776338c9c___RS_Early.B 7929.JPG,Potato___Early_blight
color\Potato___Early_blight\0fd22207-cb37-42a1-965f-7dfe43f9d579___RS_Early.B 6876.JPG,Potato___Early_blight
color\Potato___Early_blight\107827b3-faa5-457c-97fd-3e34d2657f6b___RS_Early.B 7162.JPG,Potato___Early_blight
color\Potato___Early_blight\1082eee1-189d-4e0f-96b5-8b1393be4c4c___RS_Early.B 8743.JPG,Potato___Early_blight
color\Potato___Early_blight\109730cd-03f3-4139-a464-5f9151483e8c___RS_Early.B 6738.JPG,Potato___Early_blight
color\Potato___Early_blight\10a3920b-dd04-406d-8bbd-f92f221e4dee___RS_Early.B 7035.JPG,Potato___Early_blight
color\Potato___Early_blight\10c438df-8ed7-4de7-94df-83298ebcf373___RS_Early.B 7001.JPG,Potato___Early_blight
color\Potato___Early_blight\1131b92e-ef46-441e-ac5f-c18ac09bf69a___RS_Early.B 8064.JPG,Potato___Early_blight
color\Potato___Early_blight\1132bee0-fe6b-41a9-9583-7b959c2ca25f___RS_Early.B 7482.JPG,Potato___Early_blight
color\Potato___Early_blight\11e974fa-928f-45f6-b983-e74c74c7d163___RS_Early.B 7992.JPG,Potato___Early_blight
color\Potato___Early_blight\12429fa8-02ea-4017-88ef-b2d219b892f7___RS_Early.B 6916.JPG,Potato___Early_blight
color\Potato___Early_blight\12826416-efc5-49d3-b615-731629c95435___RS_Early.B 7215.JPG,Potato___Early_blight
color\Potato___Early_blight\129b1c3a-4f7d-4c45-ae03-2a4c3eb17dd4___RS_Early.B 7413.JPG,Potato___Early_blight
color\Potato___Early_blight\12a7bc09-8d7f-4790-8046-6e3f12f71399___RS_Early.B 7973.JPG,Potato___Early_blight
color\Potato___Early_blight\12ebe6fe-c8ce-4a00-866f-8776aca75159___RS_Early.B 6873.JPG,Potato___Early_blight
color\Potato___Early_blight\12f7b8bd-7aab-48de-ba2e-d2562408542f___RS_Early.B 7386.JPG,Potato___Early_blight
color\Potato___Early_blight\1328ae8b-76e1-42e9-a0c4-7dd0612fdf99___RS_Early.B 8303.JPG,Potato___Early_blight
color\Potato___Early_blight\1367d3e9-74fe-4d61-ab24-dd389dcb5d54___RS_Early.B 8011.JPG,Potato___Early_blight
color\Potato___Early_blight\13cfb9dc-8951-44c0-8c16-e96fd6ccc659___RS_Early.B 7070.JPG,Potato___Early_blight
color\Potato___Early_blight\13ddd965-db42-4392-9798-fe0ba5ad7928___RS_Early.B 7631.JPG,Potato___Early_blight
color\Potato___Early_blight\13e2be1d-56bc-40c6-b5d1-e3bafc1b111e___RS_Early.B 8830.JPG,Potato___Early_blight
color\Potato___Early_blight\14efc692-8ac6-4bd8-a71a-943192d6831a___RS_Early.B 6841.JPG,Potato___Early_blight
color\Potato___Early_blight\159f49c5-8d80-41cb-b730-333fdefdff62___RS_Early.B 7301.JPG,Potato___Early_blight
color\Potato___Early_blight\15ab8118-01fb-4e9c-83a9-94ab224d6854___RS_Early.B 7962.JPG,Potato___Early_blight
color\Potato___Early_blight\16133ed7-f960-44a5-bd03-8e665e777363___RS_Early.B 7504.JPG,Potato___Early_blight
color\Potato___Early_blight\16a6f216-6d2a-48fe-b8bc-ff385c96d0d3___RS_Early.B 7220.JPG,Potato___Early_blight
color\Potato___Early_blight\17520079-9d7b-481a-bc9e-676c5404d160___RS_Early.B 6774.JPG,Potato___Early_blight
color\Potato___Early_blight\17667077-cf29-4976-9282-359c6da25cf6___RS_Early.B 6971.JPG,Potato___Early_blight
color\Potato___Early_blight\1767fee7-18fd-4597-8c77-d41ec2d62f4e___RS_Early.B 6932.JPG,Potato___Early_blight
color\Potato___Early_blight\1769d41b-fd4c-49b1-adce-e89fee6a352e___RS_Early.B 6741.JPG,Potato___Early_blight
color\Potato___Early_blight\17756ec1-9c95-43b3-bedc-933b6e0887f3___RS_Early.B 8251.JPG,Potato___Early_blight
color\Potato___Early_blight\17848019-6609-4cc9-b27b-c70b296ceb09___RS_Early.B 7049.JPG,Potato___Early_blight
color\Potato___Early_blight\1797b5ac-ed8b-4b35-bd01-f8a14d34d6e1___RS_Early.B 8812.JPG,Potato___Early_blight
color\Potato___Early_blight\17a06d03-8a7b-48a8-aaf9-3300741c65de___RS_Early.B 7625.JPG,Potato___Early_blight
color\Potato___Early_blight\1896de06-b6eb-4c01-a6c6-3247405765b8___RS_Early.B 8335.JPG,Potato___Early_blight
color\Potato___Early_blight\192c9d29-4a86-457b-a779-1dd36f225a5b___RS_Early.B 8012.JPG,Potato___Early_blight
color\Potato___Early_blight\1994cd3e-4000-4c56-bede-d35a1eecc287___RS_Early.B 6867.JPG,Potato___Early_blight
color\Potato___Early_blight\1a2970b6-bafd-4812-93bc-57ff969e1045___RS_Early.B 7330.JPG,Potato___Early_blight
color\Potato___Early_blight\1a38f06b-da2a-4c57-bef1-a73254896403___RS_Early.B 9178.JPG,Potato___Early_blight
color\Potato___Early_blight\1a77c047-7ed8-4f02-bfaf-a19e7a67c3dd___RS_Early.B 7076.JPG,Potato___Early_blight
color\Potato___Early_blight\1af20ff8-980d-4912-b337-804b09667de3___RS_Early.B 7392.JPG,Potato___Early_blight
color\Potato___Early_blight\1b0a2898-00b9-4a12-b4dc-a89b77b9e8b7___RS_Early.B 6928.JPG,Potato___Early_blight
color\Potato___healthy\00fc2ee5-729f-4757-8aeb-65c3355874f2___RS_HL 1864.JPG,Potato___healthy
color\Potato___healthy\03da9931-e514-4cc7-b04a-8f474a133ce5___RS_HL 1830.JPG,Potato___healthy
color\Potato___healthy\04481ca2-f94c-457e-b785-1ac05800b7ec___RS_HL 1930.JPG,Potato___healthy
color\Potato___healthy\046641c1-f837-49eb-b5f2-4109910a027c___RS_HL 1878.JPG,Potato___healthy
color\Potato___healthy\07dfb451-4378-49d1-b699-33a5fc49ff07___RS_HL 5399.JPG,Potato___healthy
color\Potato___healthy\0b3e5032-8ae8-49ac-8157-a1cac3df01dd___RS_HL 1817.JPG,Potato___healthy
color\Potato___healthy\0be9d721-82f5-42c3-b535-7494afe01dbe___RS_HL 1814.JPG,Potato___healthy
color\Potato___healthy\0f4ebc5a-d646-436a-919d-961342997cde___RS_HL 4183.JPG,Potato___healthy
color\Potato___healthy\1106c3fc-92cb-41a6-a6c6-8f08b9b45108___RS_HL 1914.JPG,Potato___healthy
color\Potato___healthy\111cd9d8-4d27-4225-be9e-d29b21cf56b9___RS_HL 5419.JPG,Potato___healthy
color\Potato___healthy\142fb983-2166-4a0f-b99b-a6c21e99987e___RS_HL 5398.JPG,Potato___healthy
color\Potato___healthy\14484ea5-9c34-427c-abe4-2743265aced0___RS_HL 4204.JPG,Potato___healthy
color\Potato___healthy\144d2475-21ab-4bdc-a67c-9672a9b711e6___RS_HL 5376.JPG,Potato___healthy
color\Potato___healthy\163ada72-4288-4f85-a3c1-feed23c8d1de___RS_HL 1940.JPG,Potato___healthy
color\Potato___healthy\170f1f57-0fd4-421f-9c82-3b1804be63ad___RS_HL 1771.JPG,Potato___healthy
color\Potato___healthy\1a1184f8-c414-4ead-a4c4-41ae78e29a82___RS_HL 1971.JPG,Potato___healthy
color\Potato___healthy\1ae826e2-5148-47bd-a44c-711ec9cc9c75___RS_HL 1954.JPG,Potato___healthy
color\Potato___healthy\1b434c52-7be4-40c4-90d5-13220f1a3eba___RS_HL 5418.JPG,Potato___healthy
color\Potato___healthy\1dcfeaa9-006d-470c-b3e5-d67609d07d4e___RS_HL 1808.JPG,Potato___healthy
color\Potato___healthy\1f9870b3-899e-46fb-98c9-cfc2ce92895b___RS_HL 1816.JPG,Potato___healthy
color\Potato___healthy\20ac28d6-5708-4e31-8676-1b1979de094f___RS_HL 1735.JPG,Potato___healthy
color\Potato___healthy\22322780-95b4-4b45-b626-26b22965d55e___RS_HL 1880.JPG,Potato___healthy
color\Potato___healthy\23f1ab77-d664-49c4-92eb-41eb66c6d101___RS_HL 4169.JPG,Potato___healthy
color\Potato___healthy\23f4d3b1-23f4-43fb-96c2-dae37224ec74___RS_HL 1803.JPG,Potato___healthy
color\Potato___healthy\2ccb9ee9-faac-4d32-9af5-29497fa2e028___RS_HL 1837.JPG,Potato___healthy
color\Potato___healthy\2d98cbc8-cbe6-423c-b2ab-3f7f8bcea5d5___RS_HL 1945.JPG,Potato___healthy
color\Potato___healthy\2dee1571-ef6b-40ef-8c46-334e89aad3f1___RS_HL 1950.JPG,Potato___healthy
color\Potato___healthy\2e0b8b4b-e900-408b-b760-730690bbd382___RS_HL 1901.JPG,Potato___healthy
color\Potato___healthy\30126310-39de-4c02-b10a-23409417a4f6___RS_HL 1826.JPG,Potato___healthy
color\Potato___healthy\30937333-8898-4634-8c00-af57d3020ba6___RS_HL 1922.JPG,Potato___healthy
color\Potato___healthy\31a09d39-6791-4ecb-8f44-af2ed85dbd33___RS_HL 1970.JPG,Potato___healthy
color\Potato___healthy\369479a9-3c28-4d77-8731-9ae54e719af3___RS_HL 1785.JPG,Potato___healthy
color\Potato___healthy\36bdc44c-96a4-40bb-86f7-63a91d706e96___RS_HL 4203.JPG,Potato___healthy
color\Potato___healthy\38faf81d-c83b-42ca-b4c3-e3bbfa070589___RS_HL 1805.JPG,Potato___healthy
color\Potato___healthy\3a00204c-5e53-4e5d-95a6-f8819031744e___RS_HL 5420.JPG,Potato___healthy
color\Potato___healthy\3a1dbeee-089c-43f0-8f51-a92d3687a515___RS_HL 1754.JPG,Potato___healthy
color\Potato___healthy\3c0d6888-c7e1-4cf8-9c25-9a0b8c62ba72___RS_HL 1780.JPG,Potato___healthy
color\Potato___healthy\3edf7c3f-73e0-439c-870d-76cfd7c3bc45___RS_HL 1859.JPG,Potato___healthy
color\Potato___healthy\3f369e63-81eb-4194-a145-df9ed91abc5d___RS_HL 1745.JPG,Potato___healthy
color\Potato___healthy\413bc2e9-eb2a-48fd-ba65-48b5121fd85c___RS_HL 4200.JPG,Potato___healthy
color\Potato___healthy\414f6249-9f78-4af5-9593-9d5a7e7d979f___RS_HL 1918.JPG,Potato___healthy
color\Potato___healthy\415ac4a2-8f16-4052-880e-1e1f208965f0___RS_HL 1884.JPG,Potato___healthy
color\Potato___healthy\43fd6ace-3712-494a-9aba-de5482d22561___RS_HL 1968.JPG,Potato___healthy
color\Potato___healthy\45bc0b37-ca59-4a89-8531-705af42a6fd5___RS_HL 1946.JPG,Potato___healthy
color\Potato___healthy\468d3107-f09a-4f0d-8b9d-f08d7c49738f___RS_HL 1747.JPG,Potato___healthy
color\Potato___healthy\46b2555a-c0a6-48c2-af13-0816e147e4de___RS_HL 1943.JPG,Potato___healthy
color\Potato___healthy\4a08efaa-28cc-4356-8769-4002f4b299ef___RS_HL 1850.JPG,Potato___healthy
color\Potato___healthy\4ae82355-6885-40e7-9807-dabe46ed3441___RS_HL 5410.JPG,Potato___healthy
color\Potato___healthy\4bbccfb6-5720-4c80-9b37-0c3ed8999c9f___RS_HL 1791.JPG,Potato___healthy
color\Potato___healthy\51a03694-82cd-43a5-9877-ddce42c1a5ad___RS_HL 1779.JPG,Potato___healthy
color\Potato___healthy\52dd2fdd-6966-450c-a42b-ee14428d4271___RS_HL 1955.JPG,Potato___healthy
color\Potato___healthy\533abd3a-3e1d-42d0-ae9c-5189282b78af___RS_HL 5369.JPG,Potato___healthy
color\Potato___healthy\54f86311-9d76-421b-b401-0b02f6e738a5___RS_HL 4172.JPG,Potato___healthy
color\Potato___healthy\56ae1281-5ee5-4f2a-8678-c2e4491878c6___RS_HL 1869.JPG,Potato___healthy
color\Potato___healthy\57c2663b-5d1d-4476-b067-38b2149c3b2d___RS_HL 1796.JPG,Potato___healthy
color\Potato___healthy\57e24d88-fd01-4422-b8b5-d688d2296184___RS_HL 5401.JPG,Potato___healthy
color\Potato___healthy\57e262fc-e0ba-44db-a967-5ba6f1826e49___RS_HL 1897.JPG,Potato___healthy
color\Potato___healthy\58a98860-86d8-41e7-9f8c-cc2ca5e90012___RS_HL 1758.JPG,Potato___healthy
color\Potato___healthy\5a3fc4bb-a78c-4276-8934-f0b037ffb860___RS_HL 5412.JPG,Potato___healthy
color\Potato___healthy\5cb360dd-5c17-4c57-b31d-97cd8dd8d0bd___RS_HL 1797.JPG,Potato___healthy
color\Potato___healthy\5d505af8-3f73-4781-980c-a4a696a04550___RS_HL 1934.JPG,Potato___healthy
color\Potato___healthy\5df30492-0b54-474d-8883-bba9474ca88f___RS_HL 1801.JPG,Potato___healthy
color\Potato___healthy\5e19b1f4-fd65-4c4d-bcd2-18c8c519eddb___RS_HL 1965.JPG,Potato___healthy
color\Potato___healthy\5ea316eb-10a2-42c0-b781-40d90356ccaa___RS_HL 1935.JPG,Potato___healthy
color\Potato___healthy\5fcbde8f-52af-4963-b324-ff7f4dd6bd4c___RS_HL 1762.JPG,Potato___healthy
color\Potato___healthy\60e9a878-13e0-4345-964c-fd807cd20bbb___RS_HL 1876.JPG,Potato___healthy
color\Potato___healthy\61b05f0a-14bc-4c8f-a256-57c8b8898d8c___RS_HL 1769.JPG,Potato___healthy
color\Potato___healthy\61b8a692-91d8-40f5-a4a4-4d910875a638___RS_HL 1966.JPG,Potato___healthy
color\Potato___healthy\683b04ad-7941-4819-9965-ba32c725eb22___RS_HL 1861.JPG,Potato___healthy
color\Potato___healthy\6f4b9acd-f34d-4771-a6bc-2001de2dd1d3___RS_HL 1898.JPG,Potato___healthy
color\Potato___healthy\71c06efe-089f-49b3-beed-095bd7640e32___RS_HL 1947.JPG,Potato___healthy
color\Potato___healthy\750584fd-72e0-45c8-b37c-97208bd559cc___RS_HL 1885.JPG,Potato___healthy
color\Potato___healthy\762672f4-17e6-4fd6-84f1-3bcb091b3ca5___RS_HL 5417.JPG,Potato___healthy
color\Potato___healthy\774875d3-438a-4305-afe2-7d59e2925dc4___RS_HL 1759.JPG,Potato___healthy
color\Potato___healthy\77c75478-e1f0-4aaa-9cbc-af1fed928a74___RS_HL 1748.JPG,Potato___healthy
color\Potato___healthy\7948ada9-eabc-4cb7-a579-b73e938eb716___RS_HL 4185.JPG,Potato___healthy
color\Potato___healthy\799b10e8-ba67-4e08-9abe-748789572ad1___RS_HL 1881.JPG,Potato___healthy
color\Potato___healthy\7bfda067-6e35-4af5-a9c4-4b3b5f357871___RS_HL 1813.JPG,Potato___healthy
color\Potato___healthy\7e6c8297-dfe1-4826-826e-01d696cc263b___RS_HL 1863.JPG,Potato___healthy
color\Potato___healthy\7e7b6ab4-9adb-4a3b-abfb-8716b0039879___RS_HL 1921.JPG,Potato___healthy
color\Potato___healthy\80bb8697-bfab-449b-b870-e1ed2089df58___RS_HL 1827.JPG,Potato___healthy
color\Potato___healthy\849aa978-c7b9-4344-9ca8-129219a65f8e___RS_HL 1874.JPG,Potato___healthy
color\Potato___healthy\8583c4ff-2d8b-4b6f-89a8-fcc98917ce9b___RS_HL 1961.JPG,Potato___healthy
color\Potato___healthy\8665efd2-fa3d-45f8-b1c0-746c99fb7d1e___RS_HL 1924.JPG,Potato___healthy
color\Potato___healthy\875d6ded-5f01-495c-a945-ad2e17f87f91___RS_HL 1848.JPG,Potato___healthy
color\Potato___healthy\882798ca-67c3-45a3-86cf-4aed69388145___RS_HL 1750.JPG,Potato___healthy
color\Potato___healthy\8b2ce6b6-f00a-4f25-ac6d-4249dd7dc5f6___RS_HL 1890.JPG,Potato___healthy
color\Potato___healthy\8c1e1281-5937-4559-a02f-02817de6e122___RS_HL 4173.JPG,Potato___healthy
color\Potato___healthy\907f26b7-a14f-463f-a41e-f35d6e0f1417___RS_HL 1757.JPG,Potato___healthy
color\Potato___healthy\923d4cc3-021a-4bcd-9f5f-1d6f69e4ad33___RS_HL 1888.JPG,Potato___healthy
color\Potato___healthy\929107f1-4ae9-4dae-8319-ae7cf4804236___RS_HL 1932.JPG,Potato___healthy
color\Potato___healthy\949cafd0-098b-497f-9590-f0fb8ccafc94___RS_HL 4168.JPG,Potato___healthy
color\Potato___healthy\9a6eb7c4-6b43-477a-89e0-69f62ef67991___RS_HL 1846.JPG,Potato___healthy
color\Potato___healthy\9b5be0c5-7d7e-493d-88ba-c721c85f73ca___RS_HL 5405.JPG,Potato___healthy
color\Potato___healthy\9c620128-2872-4bbb-bc14-d5b785242cf6___RS_HL 1751.JPG,Potato___healthy
color\Potato___healthy\9d7d1bb9-1b10-4a8f-a961-e404b9d5acf8___RS_HL 1960.JPG,Potato___healthy
color\Potato___healthy\a02b6205-b40a-4178-8b34-3494f84b9d1f___RS_HL 1958.JPG,Potato___healthy
color\Potato___healthy\a1abff90-34e5-464d-b4d3-0c09f5924900___RS_HL 5414.JPG,Potato___healthy
color\Potato___healthy\a3ec91aa-8503-4711-a912-0d1427e25686___RS_HL 5409.JPG,Potato___healthy
color\Potato___healthy\a4d1d8cb-26a2-413f-a229-021e2eea87ac___RS_HL 1819.JPG,Potato___healthy
color\Potato___Late_blight\0051e5e8-d1c4-4a84-bf3a-a426cdad6285___RS_LB 4640.JPG,Potato___Late_blight
color\Potato___Late_blight\00695906-210d-4a9d-822e-986a17384115___RS_LB 4026.JPG,Potato___Late_blight
color\Potato___Late_blight\006cc01a-1888-4326-9b62-a65cb55a6377___RS_LB 5207.JPG,Potato___Late_blight
color\Potato___Late_blight\0085ef03-aec3-431a-99a1-de286e10c0cf___RS_LB 2949.JPG,Potato___Late_blight
color\Potato___Late_blight\00b1f292-23dd-44d4-aad3-c1ffb6a6ad5a___RS_LB 4479.JPG,Potato___Late_blight
color\Potato___Late_blight\0114b195-844c-4978-93a9-b0d5aae010f1___RS_LB 2738.JPG,Potato___Late_blight
color\Potato___Late_blight\01270f5c-a44b-4da7-9398-289088c197ab___RS_LB 2517.JPG,Potato___Late_blight
color\Potato___Late_blight\01a8cc9f-074a-4866-87c8-bb5a9e3895b4___RS_LB 2968.JPG,Potato___Late_blight
color\Potato___Late_blight\01ad74ce-eb28-42c7-9204-778d17cfd45c___RS_LB 2669.JPG,Potato___Late_blight
color\Potato___Late_blight\0201bf8e-27e3-4c92-ae97-2fb4f665b5d3___RS_LB 4320.JPG,Potato___Late_blight
color\Potato___Late_blight\02212653-e92b-49aa-96b7-9497af51e502___RS_LB 3151.JPG,Potato___Late_blight
color\Potato___Late_blight\02282fee-ba3f-460e-91e0-630204ab96c2___RS_LB 5031.JPG,Potato___Late_blight
color\Potato___Late_blight\025f3c76-6d6c-4dad-ba22-e3e72d084ef1___RS_LB 3105.JPG,Potato___Late_blight
color\Potato___Late_blight\02c8ff21-4e0a-4326-ba8f-089e5cb45b74___RS_LB 4089.JPG,Potato___Late_blight
color\Potato___Late_blight\030e8945-d3ce-4ad3-8a91-a14c18285249___RS_LB 2532.JPG,Potato___Late_blight
color\Potato___Late_blight\031672c9-bf0a-46bf-8b52-d7cdc067612e___RS_LB 5019.JPG,Potato___Late_blight
color\Potato___Late_blight\031c39d3-9a91-4e81-85ac-b36512133b0a___RS_LB 5220.JPG,Potato___Late_blight
color\Potato___Late_blight\034a54f1-e3e9-4524-a318-9d253d9f1394___RS_LB 2893.JPG,Potato___Late_blight
color\Potato___Late_blight\0396e413-e165-427a-ba72-04cbae7b8ab0___RS_LB 4751.JPG,Potato___Late_blight
color\Potato___Late_blight\03bab48b-962b-4c08-bc98-da95237d20ac___RS_LB 3190.JPG,Potato___Late_blight
color\Potato___Late_blight\0441138d-5f9f-4ede-ab9a-49edabc605b3___RS_LB 4235.JPG,Potato___Late_blight
color\Potato___Late_blight\0450570b-44d1-4290-956d-5d970164a2e2___RS_LB 5160.JPG,Potato___Late_blight
color\Potato___Late_blight\04b964fd-7033-4cdf-88ef-b1acbcd8183a___RS_LB 2783.JPG,Potato___Late_blight
color\Potato___Late_blight\04bbcc55-93d3-4a19-9137-8de036a8a4db___RS_LB 2647.JPG,Potato___Late_blight
color\Potato___Late_blight\04ce7b2d-5e41-43c6-9e11-e1bc4f5e4cca___RS_LB 3224.JPG,Potato___Late_blight
color\Potato___Late_blight\04fe5855-ec9c-40b3-9893-ca8addc236bd___RS_LB 4913.JPG,Potato___Late_blight
color\Potato___Late_blight\050b6d37-4056-4c6c-8359-d7823a488531___RS_LB 3944.JPG,Potato___Late_blight
color\Potato___Late_blight\051089cf-e083-4fdb-9256-aac12b8a55d2___RS_LB 4078.JPG,Potato___Late_blight
color\Potato___Late_blight\0525ac6e-1d1f-4866-89bd-af4b8ba9c46b___RS_LB 4814.JPG,Potato___Late_blight
color\Potato___Late_blight\053c5330-129d-4515-84da-82a701710723___RS_LB 4576.JPG,Potato___Late_blight
color\Potato___Late_blight\05817623-2c4e-4517-88a1-fe81b9a73742___RS_LB 3920.JPG,Potato___Late_blight
color\Potato___Late_blight\059c9129-51b7-4d6b-9b57-f22e87568a0a___RS_LB 5118.JPG,Potato___Late_blight
color\Potato___Late_blight\05a51957-779c-4a2f-bf2a-d1fb03947793___RS_LB 4772.JPG,Potato___Late_blight
color\Potato___Late_blight\05c29b23-ecdf-41fc-be67-910bb74cd67c___RS_LB 4016.JPG,Potato___Late_blight
color\Potato___Late_blight\0651be8e-a2d1-4b8a-97b8-1dc89d79fd26___RS_LB 3261.JPG,Potato___Late_blight
color\Potato___Late_blight\06554e38-28ce-429d-b8e9-520e61e3c58f___RS_LB 2692.JPG,Potato___Late_blight
color\Potato___Late_blight\0736dad0-be93-484b-9e89-bcb825fefda1___RS_LB 5454.JPG,Potato___Late_blight
color\Potato___Late_blight\073a7489-b8dd-4efc-8393-7f024fe8542a___RS_LB 2617.JPG,Potato___Late_blight
color\Potato___Late_blight\07fea080-7f6b-48e9-b6b5-10d7daf57610___RS_LB 3210.JPG,Potato___Late_blight
color\Potato___Late_blight\07ff77ae-07b4-4a2d-9c4a-bb89bb4fb1ef___RS_LB 2985.JPG,Potato___Late_blight
color\Potato___Late_blight\08ce9666-2dda-4fa8-8d58-55bb9fa19484___RS_LB 3318.JPG,Potato___Late_blight
color\Potato___Late_blight\08ddae0c-5328-4183-b16e-c980f197e471___RS_LB 2845.JPG,Potato___Late_blight
color\Potato___Late_blight\09287918-9f73-4707-823f-f4331f5114a3___RS_LB 2604.JPG,Potato___Late_blight
color\Potato___Late_blight\09a215a1-a539-4635-a27f-232229ff11f4___RS_LB 4529.JPG,Potato___Late_blight
color\Potato___Late_blight\09a30eff-d386-456d-a6ce-ead7c0d6235b___RS_LB 5068.JPG,Potato___Late_blight
color\Potato___Late_blight\09fa42e4-1736-494e-8c46-50c6900586d6___RS_LB 5212.JPG,Potato___Late_blight
color\Potato___Late_blight\0acdc2b2-0dde-4073-8542-6fca275ab974___RS_LB 4857.JPG,Potato___Late_blight
color\Potato___Late_blight\0b092cda-db8c-489d-8c46-23ac3835310d___RS_LB 4480.JPG,Potato___Late_blight
color\Potato___Late_blight\0b2bdc8e-90fd-4bb4-bedb-485502fe8a96___RS_LB 4906.JPG,Potato___Late_blight
color\Potato___Late_blight\0c2628d4-8d64-48a9-a157-19a9c902e304___RS_LB 4590.JPG,Potato___Late_blight
color\Potato___Late_blight\0c83302d-4233-4e98-8ecf-755a970495bb___RS_LB 4904.JPG,Potato___Late_blight
color\Potato___Late_blight\0d8346e1-4624-4979-84e6-1353ca59007a___RS_LB 4079.JPG,Potato___Late_blight
color\Potato___Late_blight\0e068694-63b7-4edf-a93d-f2e9f28efaa6___RS_LB 3923.JPG,Potato___Late_blight
color\Potato___Late_blight\0e7f0484-16eb-4183-b702-0a5b4f94d015___RS_LB 4000.JPG,Potato___Late_blight
color\Potato___Late_blight\0eb24a67-a174-43db-86c7-cca8795942a2___RS_LB 4722.JPG,Potato___Late_blight
color\Potato___Late_blight\0eb28ea9-c9e4-4999-9de2-835682241e53___RS_LB 2708.JPG,Potato___Late_blight
color\Potato___Late_blight\0f1fb568-1b12-45ef-ad99-c59fa9075693___RS_LB 3242.JPG,Potato___Late_blight
color\Potato___Late_blight\0f243024-b1fa-4f96-ac7e-ecaf6dc5bc37___RS_LB 4925.JPG,Potato___Late_blight
color\Potato___Late_blight\0f50da52-cb4a-4391-982a-d6cf9c9d9917___RS_LB 2581.JPG,Potato___Late_blight
color\Potato___Late_blight\0f6eac3b-d674-4c4d-ab3a-88689feec07f___RS_LB 5232.JPG,Potato___Late_blight
color\Potato___Late_blight\0f824e18-3821-486c-81a1-f1f64cf6e767___RS_LB 4894.JPG,Potato___Late_blight
color\Potato___Late_blight\0fe7786d-0e2f-4705-839d-898f1d9214b0___RS_LB 2836.JPG,Potato___Late_blight
color\Potato___Late_blight\108aa677-2b51-4d8b-8533-40fba50a275d___RS_LB 3046.JPG,Potato___Late_blight
color\Potato___Late_blight\10f41035-20e2-4037-96b6-474ce343d6c2___RS_LB 2725.JPG,Potato___Late_blight
color\Potato___Late_blight\127521ec-3cc5-4f98-ac73-ad561ec29e73___RS_LB 3219.JPG,Potato___Late_blight
color\Potato___Late_blight\12ce2ab1-14c4-4960-81d4-e6ae776510e9___RS_LB 2880.JPG,Potato___Late_blight
color\Potato___Late_blight\12d72127-7880-4481-b3c6-caff04116a86___RS_LB 2632.JPG,Potato___Late_blight
color\Potato___Late_blight\12e2c9b5-fbfc-4bc9-898b-86ead976a615___RS_LB 2702.JPG,Potato___Late_blight
color\Potato___Late_blight\1338edcb-9e0e-458c-845e-206b869f9199___RS_LB 3205.JPG,Potato___Late_blight
color\Potato___Late_blight\13b1b19c-6720-4238-b384-4c86ea119ace___RS_LB 2765.JPG,Potato___Late_blight
color\Potato___Late_blight\140cad58-de9c-44b8-afb4-af5751e2e012___RS_LB 3247.JPG,Potato___Late_blight
color\Potato___Late_blight\145216a1-aab7-4f40-851d-a56c436ad0e3___RS_LB 2715.JPG,Potato___Late_blight
color\Potato___Late_blight\14691d2b-446b-4f0e-921b-60d3b76cbf03___RS_LB 2518.JPG,Potato___Late_blight
color\Potato___Late_blight\146c4ea6-cf74-4607-9b8e-19c69c85ec86___RS_LB 4641.JPG,Potato___Late_blight
color\Potato___Late_blight\14b29609-0bde-4d56-ac07-5db1b6df6fce___RS_LB 4983.JPG,Potato___Late_blight
color\Potato___Late_blight\152ffbeb-7dda-4313-a792-9faf68c017bf___RS_LB 2830.JPG,Potato___Late_blight
color\Potato___Late_blight\1531198a-c611-47ee-af7d-7b124b863870___RS_LB 4793.JPG,Potato___Late_blight
color\Potato___Late_blight\1562e8f9-f2d1-43b3-8deb-6b1687bd20dc___RS_LB 2726.JPG,Potato___Late_blight
color\Potato___Late_blight\1650365d-437c-4d36-b110-113a88c1090a___RS_LB 5459.JPG,Potato___Late_blight
color\Potato___Late_blight\16e37160-9dca-4110-a914-955304e7daf5___RS_LB 3033.JPG,Potato___Late_blight
color\Potato___Late_blight\1736a728-bae9-4133-bfca-60a7c3b6382c___RS_LB 4855.JPG,Potato___Late_blight
color\Potato___Late_blight\17515ff9-075f-45a2-b8e6-1b8ba25c293d___RS_LB 4980.JPG,Potato___Late_blight
color\Potato___Late_blight\1757f48b-435b-4c4a-9de6-47b959ed1e67___RS_LB 5295.JPG,Potato___Late_blight
color\Potato___Late_blight\1789b0d1-d850-4e04-8a20-bc3901d4ab0a___RS_LB 5251.JPG,Potato___Late_blight
color\Potato___Late_blight\17a07992-ebb9-4368-8cb7-4af40d8ded08___RS_LB 3064.JPG,Potato___Late_blight
color\Potato___Late_blight\17d846d2-f2b7-4ba2-847c-7561159334a3___RS_LB 2695.JPG,Potato___Late_blight
